名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
VE-7/9教练机,飞行器,188千米每小时,10.4米,莱特-希斯潘诺E-2发动机,1918年2月1日,单发,NULL,NULL,467千米,{'$oid': '5cc930e4831b973d657f115d'},NULL,,2.62米,683千克,NULL,美国,亚音速,教练机,"
VE-7是美国早期的双翼飞机。首飞于1917年，主要作为美国军队的双座教练型飞机。之后，美国海军将其作为第一型战斗机。1922年，VE-7成为第一架从美国航空母舰上起飞的飞机。
",美国沃特公司,平直翼,2人,7.44米,953千克
P2M/P3M,飞行器,184千米每小时,30.48米,两台普-惠R-1690-32发动机,1929年年初（XPY-1）,双发,NULL,NULL,1616千米,{'$oid': '5cc930e4831b973d657f115e'},NULL,,5.25米,4550千克,NULL,美国,亚音速,教练机,"
1930年-1931年，马丁公司生产了至少45架海军飞机制造厂的PN系列飞机，之后是寇蒂斯公司的XPY-1原型机。后者是前者的改进型，它成为美国海军的第一架单翼水上飞艇。测试后，更新型的P2M-2被订购，它的特点是在飞机巨大的单机翼前缘上的发动机舱中，安装两台而不是三台莱特星形发动机。1929年6月，海军奖励了马丁公司一份订单，订购9架双发配置的P3M-1，其中第一架于1931年2月交付使用。剩余的8架配备了普-惠R-1690-32“大黄蜂”星形发动机，它们被命名为P3M-2进入现役。它们还有一个特点就是驾驶舱上加了外壳。
",马丁公司,平直翼,5人,18.86米,8154千克
BT-13/15和SNV-1/2“勇士”,飞行器,290千米每小时,12.8米,普-惠R-985-AN-1“小黄蜂”发动机,1939年3月24日（BT-13）,单发,NULL,NULL,1167千米,{'$oid': '5cc930e4831b973d657f115f'},伏尔提公司,http://images.huanqiu.com/sarons/2013/08/8efb4e34b6d9c5572f2a44ba3fc389dd.jpg,3.51米,1531千克,NULL,美国,亚音速,教练机,"
BT-13/15和SNV-1/2“勇士”（又译“莱弗特”）是美国二战期间生产最多的基础教练机，它起源于伏尔提公司的BC-3战斗教练机。
",NULL,平直翼,2人,8.79米,2039千克
歼教-2,飞行器,1059千米每小时,10.08米,1× 克里莫夫VK-1离心式涡喷发动机,1958年11月15日,单发,NULL,NULL,1240千米,{'$oid': '5cc930e4831b973d657f1160'},NULL,,3.7米,3630千克,NULL,中国,亚音速,教练机,,NULL,后掠翼,2人,10.08米,6105千克
歼教-7型,飞行器,325千米每小时,7.15米,WP-7涡喷,1985年7月,单发,NULL,NULL,1459千米,{'$oid': '5cc930e4831b973d657f1161'},NULL,http://images.huanqiu.com/sarons/2013/11/826edf070a58a67a7a16ce416763b214.jpg,4.103米,5330千克,NULL,中国,亚音速,教练机,,贵州航空工业集团,三角面,2人,14.87米,8600千克
教练-11（K-8）,飞行器,800千米每小时,9.63米,国产涡扇-11发动机,1992年,双发,NULL,NULL,1440千米,{'$oid': '5cc930e5831b973d657f1162'},NULL,http://images.huanqiu.com/sarons/2013/11/0f8faac981880650c5a76693d2b96a2b.jpg,4.21米,2687千克,NULL,中国,亚音速,教练机,"
我军的K-8还有一个编号为“教-11”，两者最大的区别是发动机不同。K-8初期装备乌克兰AI-222-25型涡扇发动机,之后此发动机国产化,称为涡扇-11,因此后期装备涡扇-11的K-8名称为“教练-11”。
",中航技总公司,平直翼,2人,11.6米,4330千克
轰教5教练机,飞行器,902千米每小时,21.45米,两台WP-5甲型涡喷发动机,1970年11月,双发,NULL,NULL,2400千米,{'$oid': '5cc930e5831b973d657f1163'},NULL,,6.2米,12890千克,NULL,中国,亚音速,教练机,,哈尔滨飞机公司,平直翼,3人,16.77米,21200千克
歼教1教练机,飞行器,840千米每小时,11.43米,喷发1A喷气发动机,1958年7月26日,单发,NULL,NULL,1328千米,{'$oid': '5cc930e5831b973d657f1164'},NULL,,3.94米,3149千克,NULL,中国,亚音速,教练机,"
1956年8月，我国拥有了自己的第一个飞机研制机构：沈阳飞机设计室。通过不懈努力，在之前仿制米格-17等先进喷气式飞机的基础上，研制成功了具有世界先进水平的高亚音速歼教-1型喷气歼击教练机。它是我国自行设计和制造的第一种喷气式飞机，也是新中国自行设计和制造的第一种飞机，在新中国航空史上占有重要的地位。
",沈阳飞机制造厂,后掠翼,2人,10.56米,4602千克
运教5,飞行器,238千米每小时,18.17米,活塞5发动机,1963年,单发,NULL,NULL,845千米,{'$oid': '5cc930e5831b973d657f1165'},NULL,,4.13米,3061千克,NULL,中国,亚音速,教练机,,320厂,平直翼,1人,12.4米,5250千克
Q-5J强击教练机,飞行器,1240千米每小时,9.68米,涡喷-6涡轮喷气发动机,2005年2月28日,双发,NULL,NULL,1630千米,{'$oid': '5cc930e6831b973d657f1166'},NULL,http://images.huanqiu.com/sarons/2013/11/d02e518ec4007bcb3d15baeed10cec44.jpg,4.33米,850千克,NULL,中国,亚音速,教练机,,洪都航空工业,后掠翼,2人,15.65米,11300千克
初教-6,飞行器,286千米每小时,10.18米,活塞-6,1958年8月27日,双发,NULL,NULL,640千米,{'$oid': '5cc930e6831b973d657f1167'},NULL,http://images.huanqiu.com/sarons/2013/11/a32dfc0b51b3dc3d63e5c3434723de2b.jpg,2.94米,1172千克,NULL,中国,亚音速,教练机,"
初教6，由南昌飞机制造公司生产，最初称“初教1”，代号“102”，后改称“红专502”，代号“61式”。1957年8月正式下达设计任务，1958年8月27日首飞成功，1961年底定型，共生产2000多架。自装备部队以来，没有因设计问题造成重大事故，目前仍是我军初级教练机的主力机型。
",南昌飞机制造公司,平直翼,2人,8.46米,1419千克
初教-5,飞行器,248千米每小时,10.6米,M-11FP5缸气冷式活塞发动机,1954年7月3日,单发,NULL,NULL,1000千米,{'$oid': '5cc930e6831b973d657f1168'},NULL,http://images.huanqiu.com/sarons/2013/11/084b6bf767240affe6780ff63ec0f48a.jpg,3.1米,816千克,NULL,中国,亚音速,教练机,"
初教5，是新中国仿制的第一种飞机，样机是雅克-18，由南昌飞机制造公司仿制和生产，曾命名为“1号机”和“红专501”。1954年2月，苏联全套图纸资料送至南昌飞机制造公司，4月试制工作全面展开，7月3日首飞成功，8月26日批准投入成批生产，1958年停产，共生产379架。
",南昌飞机制造公司,平直翼,2人,8.07米,1316千克
教-8（K-8）教练机,飞行器,800千米每小时,9.63米,国产涡扇-11发动机,1990年11月,双发,NULL,NULL,2100千米,{'$oid': '5cc930e6831b973d657f1169'},NULL,,4.21米,2687千克,NULL,中国,亚音速,教练机,,洪都航空工业股份有限公司,平直翼,2人,11.6米,4330千克
歼教5,飞行器,1050千米每小时,9.6米,一部涡喷-5丁发动机,1966年5月,单发,NULL,NULL,1230千米,{'$oid': '5cc930e6831b973d657f116a'},NULL,,3.8米,4089千克,NULL,中国,亚音速,教练机,,成都飞机工业公司,平直翼,2人,11.5米,9490千克
轰运教7,飞行器,456千米每小时,29.2米,2台WJ-5A-1,1993年,双发,NULL,NULL,1200千米,{'$oid': '5cc930e6831b973d657f116b'},NULL,http://images.huanqiu.com/sarons/2013/11/2e41755067525c26a926702494bc3d32.jpg,8.891米,13700千克,NULL,中国,亚音速,教练机,,西安飞机工业公司,平直翼,3人,24.31米,24000千克
L15“猎鹰”,飞行器,1715千米每小时,9.48米,两台加力涡扇发动机,2006年5月13日,双发,NULL,NULL,3100千米,{'$oid': '5cc930e7831b973d657f116c'},NULL,http://images.huanqiu.com/sarons/2013/11/b7a87d4271ea7908b732fb53678485e0.jpg,NULL,6000千克,2008年,中国,亚音速,教练机,,中国航空工业第二集团公司南昌洪都航空,后掠翼,2人,12.27米,9500千克
CT4“空中教练”基础教练机,飞行器,302千米每小时,7.92米,1 × Lycoming AEIO-540-L1B5发动机,1972年2月23日,单发,NULL,NULL,963千米,{'$oid': '5cc930e7831b973d657f116d'},太平洋航宇公司,http://images.huanqiu.com/sarons/2014/01/54a9b560a682010bd1bc4c578c3633ee.jpg,2.59米,807千克,NULL,新西兰,亚音速,教练机,"
    CT4教练机是对1972年2月12日首飞的Victa Aircruiser飞机的重新设计的机型。截至1977年，CT4A/B教练机一共制造了114架。CT4C涡轮螺旋桨原型机未投入生产。CT4E装载功率更大的发动机，获得24架订单，1998年开始生产。
",NULL,后掠翼,2人,7.16米,1179千克
PC-9“高级涡轮教练”涡轮螺旋桨高级教练机,飞行器,593千米每小时,10.1米,PT 6A-62涡轮螺桨发动机,1984年5月7日,单发,NULL,NULL,1537千米,{'$oid': '5cc930e7831b973d657f116e'},瑞士派士飞机有限公司,http://images.huanqiu.com/sarons/2014/01/5ec4d9f21d2280aa512f694a3841eef2.jpg,3.3米,1685千克,1986年,瑞士,亚音速,教练机,,NULL,平直翼,2人,10.3米,3200千克
萨博105(Sk 60)基础/高级喷气教练机/轻型攻击机和侦察机,飞行器,970千米每小时,9.5米,两台300安28伏发动机,1963年6月29日,双发,NULL,NULL,2530千米,{'$oid': '5cc930e7831b973d657f116f'},瑞典萨伯-斯康尼亚公司,http://images.huanqiu.com/sarons/2014/01/f92f431ef25d4e83a7a8b9e2096aea52.jpg,2.7米,3065千克,NULL,瑞典,亚音速,教练机,"
    萨博105原型机于1963年6月29日首飞。该机型为瑞典制造了190架，其中106架已经换装FJ44涡轮风扇发动机。奥地利购买了40架装载通用电气J85涡轮喷气发动机的萨博105XT。
",NULL,平直翼,2人,10.8米,6500千克
PC-21涡轮螺旋桨高级教练机,飞行器,685千米每小时,9.12米,单台普-惠PT6A-68B涡轮螺旋桨发动机,2002年7月1日,单发,NULL,NULL,1333千米,{'$oid': '5cc930e7831b973d657f1170'},NULL,http://images.huanqiu.com/sarons/2014/01/696cd38115f02fab0ff1a397609aab0f.jpg,3.8米,2250千克,NULL,瑞士,亚音速,教练机,"
    PC-21教练机自1999年开始研制，原型机于2002年7月1日首飞。PC-21基于PC-7/PC-9的经验，但采用21世纪的设计、材料和技术，旨在以涡轮螺旋桨飞机(而非喷气机)的成本提供高级飞行员训练和飞行员/WSO武器训练。该机型的早期市场分布在澳大利亚、南非和英国。瑞士于2007年2月订购了6架PC-21。
",瑞士派士飞机有限公司,平直翼,2人,11.5米,4250千克
CN-235M 运输机/海上巡逻机MPA,飞行器,445千米每小时,25.81米,两台通用电气公司ＣＴ7－7Ａ涡轮螺旋桨发动机,1983年11月11日,双发,NULL,NULL,4445千米,{'$oid': '5cc930e7831b973d657f1171'},NULL,http://images.huanqiu.com/sarons/2014/01/29b3dc8e4e713115a709fcdb5482a6e1.jpg,8.17米,8800千克,1991年开始,西班牙,亚音速,教练机,, Airtech,平直翼,49人,21.35米,16500千克
T-6“德克萨斯人”Ⅱ高级涡轮螺旋桨教练机,飞行器,585千米每小时,10.1米,一台P&W R-1340-49 AN-1活塞式发动机,1998年7月15日,单发,NULL,NULL,1574千米,{'$oid': '5cc930e8831b973d657f1172'},美国比奇公司(BeechAircraft雷声公司的前身),http://images.huanqiu.com/sarons/2014/01/1860d496c51fdf17348dbc828c8c06c2.jpg,3.3米,1886千克,2000年3月,美国,亚音速,教练机,"
    T-6教练机自PC-9派生而来，是派士公司和雷声(比奇)公司为了投标美国空军/美国海军的联合初级飞机训练系统(JPATS)而成立的合作项目。1995年6月，T-6被选中，1998年7月15日，生产型原型机T-6A试飞，2000年3月，第一架T-6A教练机交付使用。美国空军和美国海军分别需求454架和328架。出口方面，加拿大24架(被命名为CT-156 Harvard II)，希腊45架。

    陆军航空队称它为：AT-6，海军称它为：SNJ，英国皇家空军称它为：Harvard。除了军事用途外也是一架受欢迎的收藏或运动竞赛飞机（包括修复或新复制）。
",NULL,平直翼,2人,10米,2548千克
PC-7“涡轮教练”基础教练机,飞行器,412千米每小时,10.4米, 加拿大普惠公司PT6A -25A 涡轮螺旋桨发动机,1978年8月18日,单发,NULL,NULL,2630千米,{'$oid': '5cc930e8831b973d657f1173'},NULL,http://images.huanqiu.com/sarons/2014/01/5057eb8f5668823e113095e9d33514a2.jpg,3.21米,1330千克,1978年12月,瑞士,亚音速,教练机,"
    PC-7教练机于1978年8月18日首飞，同年12月开始交付。PC-7 Mk.II M型于1992年9月28日首飞，南非空军拥有60架，将其命名为“阿斯特拉(Astra)”。派士公司一共制造了448架PC-7和66架Pc-7 Mk.II。
",瑞士派士飞机有限公司,平直翼,2人,9.78米,2700千克
JL9“山鹰”教练机,飞行器,1200千米每小时,8.32米,一台WP13FC型涡喷发动机,2003年12月13日,双发,NULL,NULL,1600千米,{'$oid': '5cc930e8831b973d657f1174'},NULL,http://images.huanqiu.com/sarons/2013/11/2e6624d235e77f31f3a9a8c877cacc2e.jpg,4.103米,8000千克,NULL,中国,亚音速,教练机,"
""山鹰”高级教练机是在歼教7型飞机的基础上改装而来，总投资达到4亿元，是我国目前最先进的高级教练机型，驾驶舱设计方面首次在教练机上采用了综合航电系统，各种航行数据都能在液晶显示屏上综合显示，这与我国现役的第三代战斗机基本一致。起飞着陆速度低。

“山鹰”除了可以承担歼7、歼8等第二代战斗机的战术训练任务外，还能满足第三代战斗机例如枭龙战机、苏27等第三代战斗机训练需要。同时，“山鹰号”还兼有一定的作战能力，可以悬挂4枚导弹，随时可以投入战斗。
",贵州航空工业(集团)有限责任公司,平直翼,2人,14.55米,9800千克
“鹰”50/60/100高级喷气教练机,飞行器,1065千米每小时,9.4米,NULL,1974年8月21日,双发,NULL,NULL,NULL,{'$oid': '5cc930e8831b973d657f1175'},英国BAE系统公司,,4米,NULL,NULL,英国,亚音速,教练机,"
HS.1182“鹰”原型机于1974年8月21日首飞，“鹰”T.1教练机(50系列)1976年开始在英国皇家空军服役。之后推出了60和100系列，以及美国海军所用的T-45“苍鹰”教练机。“鹰”50/60/100各型教练机总共获得了超过900架订单。图为”鹰“50。
",NULL,后掠翼,2人,10.8米,NULL
Piper PA-44“塞米诺”双发活塞式轻型飞机,飞行器,311千米每小时,11.77米,1台莱康明O-360-A1H6和莱康明LO-360-A1H6 发动机,1976年5月,双发,NULL,NULL,1517千米,{'$oid': '5cc930e8831b973d657f1176'},美国派珀（Piper）飞机公司,http://images.huanqiu.com/sarons/2014/01/9376d58d48319e538b5889cd75771f03.jpg,2.59米,1070千克,NULL,美国,亚音速,教练机,"
20世纪70年代，PA-44“塞米诺”被认为是“双科曼奇”飞机的替代机型和双发教练机。“塞米诺”自PA-28R“射手”发展而来，其特点是具有T型尾翼和后掠式垂直尾翼。该机型于1976年5月份首飞，1978年3月10日获得联邦航空管理局颁发的型号合格证，1980年推出涡轮增压发动机机型。“塞米诺”机型目前仍在产。共有7架“塞米诺”交付使用。
",NULL,平直翼,4人,8.4米,1723千克
TB-30 Epsilon基础教练机,飞行器,378千米每小时,7.92米, 1 × Lycoming AEIO-540-L1B5D发动机,1979年12月22日,单发,NULL,NULL,1300千米,{'$oid': '5cc930e8831b973d657f1177'},法国航宇公司（SOCATA）,http://images.huanqiu.com/sarons/2014/01/57762da8c2e03e9a3b928dead95846f3.jpg,2.66米,932千克,1984年,法国,亚音速,教练机,"
TB-30原型机于1979年12月22日首飞。通过早期试验，TB-30的设计得到改良。1984年，TB 30教练机开始在法国服役。该机型一共制造了174架。
",NULL,后掠翼,2人,7.59米,1250千克
川崎T-4中级喷气教练机,飞行器,1038千米每小时,9.94米, IHI制造F3-IHI-30 F3-IHI-30B涡扇发动机,1985年7月29日（XT-4）,双发,NULL,NULL,1200千米,{'$oid': '5cc930e9831b973d657f1178'},日本川崎重工集团,http://images.huanqiu.com/sarons/2014/01/af9314dde2025cd06a75878f23eb2250.jpg,4.6米,3650千克,1988年,日本,亚音速,教练机,"
1985年7月29日，XT-4首飞，自1988年起，T-4教练机开始交付使用，装备日本航空自卫队蓝色冲击波特技飞行表演队。T-4教练机的外观与“阿尔法喷气”相似，一共生产了212架，现已停产。
",NULL,平直翼,2人,13.02米,7650千克
C-101“航空喷气”基础/高级教练机/攻击机,飞行器,821千米每小时,10.6米,NULL,1977年6月27日,单发,NULL,NULL,3706千米,{'$oid': '5cc930e9831b973d657f1179'},欧洲航空防务与航天公司(EADS)，西班牙CASA军用飞机公司,http://images.huanqiu.com/sarons/2014/01/2cb9d8f2c8e36dc92d0a5b23f4dacd4a.jpg,4.25米,3500千克,NULL,西班牙,亚音速,教练机,"
C-101原型机于1977年6月27日首飞。共有88架C-101(E.25“黑鸟”)交付给西班牙。智利国家航空公司获得授权在智利组装C-101飞机。该机型一共生产了151架，1997年停产。
",NULL,平直翼,2人,12.5米,5000千克
HJT-36“星”基础喷气教练机,飞行器,843.75千米每小时,10米,法国拉扎克04系列发动机,NULL,双发,NULL,NULL,1200千米,{'$oid': '5cc930e9831b973d657f117a'},印度斯坦航空工业公司,http://images.huanqiu.com/sarons/2014/01/8c4301a826b340341c0242b80c0c9e7f.jpg,4.4米,3500千克,NULL,印度,亚音速,教练机,"
HJT-36教练机是HJT-16的替代机型，1997年开始研制。2001年1月，印度空军的187架需求量和印度海军的24架需求量得到批准。2003年2月，公司宣布HJT-36教练机的第一笔合同签订(印度空军的16架)。该机型在2003年3月7日完成首飞，预计自2007年末开始交付。
",NULL,平直翼,2人,11米,4500千克
“阿尔法喷气”高级教练机/近距离空中支援飞机,飞行器,1000千米每小时,9.11米,两台斯奈克玛-透博梅卡“拉扎克”04-C20,1973年10月26日,双发,NULL,NULL,1450千米,{'$oid': '5cc930e9831b973d657f117b'},法国达索公司，德国道尼尔公司,http://images.huanqiu.com/sarons/2014/01/715ae6a9f89f553ac20d6bdec1849ff6.jpg,4.19米,3515千克,NULL,法国,亚音速,教练机,"
“阿尔法喷气”机型共有4架原型机，第一架于1973年10月26日试飞。该机型以教练机形式在法国服役，以近距离空中支援飞机形式在德国服役(现已退役)。该机型一共生产了504架，1991年停产。
",NULL,后掠翼,2人,13.23米,8000千克
HJT-16“光线”基础/高级喷气教练机,飞行器,704千米每小时,10.7米,1× 劳斯莱斯蝰蛇 涡轮喷气发动机 ，11.12千牛（2500磅） ,1964年9月4日,NULL,NULL,NULL,615千米,{'$oid': '5cc930e9831b973d657f117c'},印度斯坦航空工业公司,http://images.huanqiu.com/sarons/2014/01/c33ea146ebaa2d09ad1333b09bfcc390.jpg,3.64米,238千克,1968年,印度,亚音速,教练机,"
HJT-16原型机于1964年9月4日首飞，自1968年开始向印度交付Mk.I机型。Mk.IA的两侧机翼下各有一个挂载点，Mk.II每侧有两个。HJT-16各型教练机的生产量达到250架。
",NULL,平直翼,2人,10.6米,4235千克
M-311AleniaAermacchi 基础喷气教练机,飞行器,740千米每小时,8.5米,普-惠JT-15D-5c涡轮风扇发动机,1981年4月10日,双发,NULL,NULL,1370千米,{'$oid': '5cc930e9831b973d657f117d'},NULL,http://images.huanqiu.com/sarons/2014/01/999c0d1af8d3f78c5823f0fcf9da5808.jpg,3.7米,2300千克,NULL,意大利,亚音速,教练机,,马基公司,后掠翼,2人,9.8米,4100千克
KT-1“雄蜂”(韩国) 基础/高级教练机/攻击机,飞行器,574千米每小时,10.59米,1× 普拉特·惠特尼加拿大公司的PT6 A-62，950马力（708千瓦）,1991年12月12日,单发,NULL,NULL,1333千米,{'$oid': '5cc930ea831b973d657f117e'},韩国航空工业公司（大宇）,http://images.huanqiu.com/sarons/2014/01/3f66acc49611378838bd5ee0a08999ff.jpg,3.68米,1910千克,NULL,韩国,亚音速,教练机,"
KTX-1原型机于1991年12月12日首飞，KT-1于1999年开始订单生产(订购85架，外加为印度尼西亚制造的7架)。FAC(前线空中控制机)型KOX-1正在研制中(需求量为20架)。
",NULL,后掠翼,2人,10.26米,2540千克
T-50（TA-50）“金鹰”高级喷气教练机/轻型攻击机,飞行器,1837千米每小时,9.2米,1具奇异（General Electric）公司F404-GE-102涡轮扇发动机，最大后燃推力17000磅（78.7 kN）,2002年8月20日,单发,NULL,NULL,1851千米,{'$oid': '5cc930ea831b973d657f117f'},韩国航空工业公司,http://images.huanqiu.com/sarons/2014/01/13039b9ed735f743033fd914d2183fc6.jpg,4.8米,6441千克,2005年2月22日,韩国,亚音速,教练机,"
1992年，三星公司航空工业部门(现韩国航空工业公司)在洛克希德·马丁公司的协助下启动了T-50教练机项目，以之作为韩国空军F-16战斗机项目的补充。T-50教练机于2002年8月20日首飞，之后推出了3个其他的机型，其中包括一个LIFT(战斗机入门教练机)型。T-50教练机获得的第一个订单为韩国空军于2003年12月订购的25架，之后又于2006年12月订购了50架(T-50和TA-50)。该机型还作为F-5/T-38的替代机型出口。
",NULL,后掠翼,2人,13米,11985千克
IA 63/AT-63“潘帕人”基础/高级喷气教练机,飞行器,825千米每小时,10.69米,1× 加勒特TFE731-2-2N 型涡扇 ，15.57千牛（3500磅） ,1984年10月6日,双发,NULL,NULL,2018千米,{'$oid': '5cc930ea831b973d657f1180'},阿根廷军用航空（FMA）,http://images.huanqiu.com/sarons/2014/01/a4cee9109c7105ec41f1091849dee706.jpg,4.29米,2821千克,1987年,阿根廷,亚音速,教练机,"
IA 63“潘帕人”教练机于1984年10月6日完成原型机首飞，1987年开始交付阿根廷使用。2001年，AT-63轻型攻击机项目在巴黎航空展上启动。IA 63一共生产了18架，AT-63被订购了20架。
",NULL,后掠翼,2人,10.93米,5000千克
T-35“魔鬼”基础教练机,飞行器,313千米每小时,8.4米,一台功率为224千瓦(304.6马力)的阿芙科·莱康明公司IO-540-K1K5 6缸平列式发动机,1981年3月6日,单发,NULL,NULL,1093千米,{'$oid': '5cc930ea831b973d657f1181'},智利国家航空公司，美国派珀飞机公司,http://images.huanqiu.com/sarons/2014/01/7c83605fd6c2e13866b59910d07f9d90.jpg,2.64米,930千克,1985年,智利,亚音速,教练机,"
T-35基础教练机于1981年3月6日首飞，1985年开始交付给智利使用。该机型还出口到西班牙和环拉丁美洲。智利国家航空公司还研制了单座型和涡轮螺旋桨型，但没有出售。截至1991年，T-35一共生产了146架，1998年又被订购了8架。
",NULL,平直翼,2人,8米,1315千克
T-37 “鸣鸟”基础/高级教练机/攻击机,飞行器,843千米每小时,10.9米,2部J69-T-25喷射发动机,1954年10月12日,双发,NULL,NULL,740千米,{'$oid': '5cc930ea831b973d657f1182'},美国塞斯纳公司,http://images.huanqiu.com/sarons/2014/01/dab87ac7dca749eee3c5d478e6f3bc70.jpg,2.7米,1840千克,NULL,美国,亚音速,教练机,"
T-37于1954年10月12日首飞，目前仍然是美国空军和其他军队的基础喷气教练机。原型机YAT-37D攻击机型于1963年10月22日试飞，生产名称为A-37“蜻蜓”。T-37/A-37一共生产了1272架，1977年停产。
",NULL,平直翼,2人,8.6米,2980千克
“斗牛犬”120初级教练机,飞行器,389千米每小时,10.3米,布里斯托尔“土星”发动机,1969年5月19日,单发,NULL,NULL,1000千米,{'$oid': '5cc930ea831b973d657f1183'},英国航空航天公司(BAE) ,http://images.huanqiu.com/sarons/2014/01/76c720606d8d75209a48d08c3c8b7ba5.jpg,2.7米,1008千克,NULL,英国,亚音速,教练机,"
比格尔制造的“斗牛犬”教练机于1969年5月19日首飞，第一架英国皇家空军“斗牛犬”T.1教练机于1973年1月30日试飞，最后一架英国皇家空军“斗牛犬”于2001年退役。各型“斗牛犬”教练机一共制造了184架。
",NULL,平直翼,2人,7.7米,1601千克
洛克希德AT/T-33（CT-133“银星”）基础/高级喷气教练机,飞行器,970千米每小时,11.9米,1× 艾利森J33 -A-35 离心式压缩机 涡喷发动机 ，5400磅（23千牛）,1948年3月22日,单发,NULL,NULL,2050千米,{'$oid': '5cc930ea831b973d657f1184'},洛克希德公司,http://images.huanqiu.com/sarons/2014/01/efa63b79ad5fa4d2ba5da8a97e877e55.jpg,3.6米,3775千克,NULL,美国,亚音速,教练机,"
由P-80“流星”派生出的TF-80C原型机于1948年3月22日首飞，后来更名为T-33。洛克希德公司生产了5691架T-33，授权加拿大Canadair公司制造了656架(CT-133“银星”)，授权日本川崎公司制造了210架，这些飞机中的最后一架于1959年试飞。
",NULL,平直翼,2人,11.5米,6865千克
沃多霍迪L-29“海豚”基础/高级喷气教练机,飞行器,655千米每小时,10.3米,M701c涡轮喷气发动机,1959年4月5日,双发,NULL,NULL,894千米,{'$oid': '5cc930eb831b973d657f1185'},NULL,http://images.huanqiu.com/sarons/2014/01/2fa7b5917e8546f26367d2a159c0b6a6.jpg,3.1米,2280千克,NULL,捷克,亚音速,教练机,,沃多霍迪公司,后掠翼,2人,10.8米,3280千克
BAC(BAE)167“攻击霸主”高级喷气教练机,飞行器,774千米每小时,11.23米,罗尔斯·罗伊斯Mk.535发动机,1967年10月26日,双发,NULL,NULL,2224千米,{'$oid': '5cc930eb831b973d657f1186'},NULL,http://images.huanqiu.com/sarons/2014/01/135b0728bdea8eabe6c9312d914ab7a7.jpg,3.34米,2810千克,NULL,英国,亚音速,教练机,,英国航空公司,后掠翼,2人,10.27米,4219千克
MB-326高级教练机,飞行器,806千米每小时,10.6米,罗尔斯·罗伊斯Viper 632涡轮喷气发动机,1957年12月10日,单发,NULL,NULL,1665千米,{'$oid': '5cc930eb831b973d657f1187'},NULL,http://images.huanqiu.com/sarons/2014/01/4245fd8cbf4af39039f99cf0f2d1f3f9.jpg,3.7米,2237千克,NULL,意大利,亚音速,教练机,,意大利马基公司,平直翼,2人,10.7米,3765千克
马基（阿莱尼亚)MB-346高级喷气教练机,飞行器,1083千米每小时,9.7米,霍尼韦尔F124-GA-200涡轮风扇发动机,2004年7月15日,双发,NULL,NULL,1889千米,{'$oid': '5cc930eb831b973d657f1188'},NULL,http://images.huanqiu.com/sarons/2014/01/0bbd05f4a4fe0df767632189f6bb819a.jpg,4.9米,4610千克,NULL,意大利,亚音速,教练机,,意大利马基公司,后掠翼,2人,11.5米,9500千克
T-1教练机,飞行器,925千米每小时,10.5米,日本石川岛播磨重工制喷射发动机(推力=13.7kN),1958年1月19日 ,单发,2006年3月3日 ,NULL,1950千米,{'$oid': '5cc930eb831b973d657f1189'},富士重工业,http://images.huanqiu.com/sarons/2014/01/bbd801743417c26389d09e473f55797b.jpg,4.08米,2420千克,NULL,日本,亚音速,教练机,"
T-1教练机是二次大战后日本首次研发的军用机，由于二战后重建航空自卫队初期使用美制教练机而想到要研制国产教练机，此机以美制F-86军刀战斗机为蓝本而由富士重工业于1958年推出，故T-1可以说是F-86的双座教练机型，初期采用英国制喷射发动机(T-1A)，之后改用日本国产发动机(T-1B)，T-1教练机已于2006年退役
",NULL,后掠翼,2人,12.12米,5000千克
MAKO教练机,飞行器,1689千米每小时,8.25米,通用电气GE414M涡扇发动机,NULL,双发,NULL,NULL,3700千米,{'$oid': '5cc930ec831b973d657f118a'},NULL,,4.5米,5800千克,NULL,德国,亚音速,教练机,,NULL,后掠翼,2人,13.75米,13000千克
萨博MFI-17/支持者轻型教练机/观测飞机,飞行器,238千米每小时,8.8米,1×德事隆莱康明IO-360 -AIB6 水平对置 4缸发动机，149千瓦（200马力）,1973年4月9日,单发,NULL,NULL,NULL,{'$oid': '5cc930ec831b973d657f118b'},巴基斯坦航空工业公司,http://images.huanqiu.com/sarons/2014/01/e6f0329ce058f921caa5a81b488cc362.jpg,2.6米,646千克,NULL,瑞典,NULL,教练机,"
MFI-17于1973年4月9日首飞。该机型授权巴基斯坦制造，名为Mushshak，然后升级为Shabaz和Super Mushshak Agile。各型共计制造了超过295架。
",NULL,平直翼,3人,7米,1200千克
MB-339高级教练机/轻型攻击机,飞行器,898千米每小时,11.86米,罗尔斯·罗伊 斯Viper 680涡轮喷气发动机,1976年8月12日,双发,NULL,NULL,1760千米,{'$oid': '5cc930ec831b973d657f118c'},NULL,http://images.huanqiu.com/sarons/2014/01/e1c989209680f6af7e3cc7eff9df4860.jpg,3.6米,3075千克,NULL,意大利,亚音速,教练机,,意大利马基公司,后掠翼,2人,10.97米,5897千克
