名称,大类,最大飞行速度,翼展,发动机,首飞时间,发动机数量,退役时间,关注度,最大航程,_id,生产单位,图片,机高,空重,服役时间,产国,飞行速度,类型,简介,研发单位,气动布局,乘员,机长,最大起飞重量
R.VI轰炸机,飞行器,135千米每小时,42.2米,NULL,1916年,四发,NULL,NULL,800千米,{'$oid': '5cc930ca831b973d657f10d2'},齐柏林—斯卡登（Zeppelin-Staaken）所,http://images.huanqiu.com/sarons/2014/01/395c8670b5b94be3d7b6174433ede788.jpg,6.3米,7921千克,NULL,德国,亚音速,轰炸机,"
R.VI轰炸机是德意志帝国陆军航空队于第一次世界大战所使用的一款四引擎战略轰炸机，由齐柏林—斯卡登（Zeppelin-Staaken）所研制，属德国R系列“巨人机”（Riesenflugzeug）之一。R.VI机为德军R系轰炸机中生产最多者，也是世界上最早的全封闭式座舱飞机之一（世上第一种全封闭式座舱机为俄国的伊里亚·穆罗梅兹轰炸机）。R.VI机是一次大战中最巨型的飞机之一，机翼展达42.2米，几乎同二次大战的重型轰炸机——B-29超级堡垒式比肩齐高，仅有同为R系列的原型机——R.VIII轰炸机（1918至1919年期间设计）在体型上超过它，后者翼展为48米。
",齐柏林—斯卡登（Zeppelin-Staaken）所 ,双翼,7人,22.1米,NULL
D4Y彗星舰载俯冲轰炸机,飞行器,550千米每小时,11.5米,热田水冷式发动机(1175匹马力),1940年11月15日,单发,1945年8月15日,NULL,1465千米,{'$oid': '5cc930ca831b973d657f10d3'},NULL,http://images.huanqiu.com/sarons/2014/01/9360b3b79e1f5fc5bf671711cc701fce.jpg,3.74米,2440千克,NULL,日本,亚音速,轰炸机,,NULL,平直翼,2人,10.22米,4250千克
G3M/九六式陆上攻击机,飞行器,375千米每小时,25米,两台三菱重工制金星四二型风冷发动机(1075匹马力),1935年7月,双发,1945年8月15日,NULL,4400千米,{'$oid': '5cc930ca831b973d657f10d4'},三菱重工,http://images.huanqiu.com/sarons/2014/01/4e69a861074f8e5e75c239f551a86b52.jpg,3.68米,4965千克,NULL,日本,亚音速,轰炸机,,NULL,后掠翼,7人,16.45米,8000千克
He 115水上轰炸机,飞行器,327千米每小时,22.28米,两部BMW132K风冷式发动机(865匹马力),1937年,双发,1945年,NULL,NULL,{'$oid': '5cc930cb831b973d657f10d5'},亨克尔,http://images.huanqiu.com/sarons/2014/01/78c3fb8ca4f833fc4252286d2c157705.jpg,6.6米,5290千克,NULL,德国,亚音速,轰炸机,"
亨克尔 He 115，是水上轰炸机，是第二次世界大战时期纳粹德国空军的一款具有3个座位的水上飞机。它可当作鱼雷轰炸机使用，也可以执行一般水上飞机的任务，例如侦察、布放水雷。
",NULL,平直翼,NULL,17.3米,10400千克
Do 17轰炸机,飞行器,427千米每小时,18米,2×BMW Bramo 323P Fafnir 9-cylinder发动机,1934年,双发,NULL,NULL,1160千米,{'$oid': '5cc930cb831b973d657f10d6'},道尼尔飞机公司 ,http://images.huanqiu.com/sarons/2014/01/570a356fe9dd0aee724f996754ef58c8.jpg,4.55米,5209千克,1937年,德国,亚音速,轰炸机,"
道尼尔 Do 17，也被戏称为Fliegender Bleistift（“飞行铅笔”），是德国道尼尔公司在二战前研制的一种双引擎轰炸机。该机在二战初期相当活跃，后期则服务于二线任务或被移交给其他国家军队。道尼尔Do 215 是为Do 17 换装液冷发动机后的出口型号，但后来主要供德国空军自己使用。Do 17 和 Do 215 在战争后期被更先进的 Do 217和 Ju 88式所取代。图为道尼尔Do 17 Z。
",NULL,平直翼,4人,15.8米,8850千克
Do 335箭式战斗机,飞行器,765千米每小时,13.8米,2台戴姆勒－朋驰 DB 603A 12-汽缸 倒V形引擎， 1750 PS（1287千瓦，1726马力）,1943年10月,单发,1945年,NULL,NULL,{'$oid': '5cc930cb831b973d657f10d7'},NULL,http://images.huanqiu.com/sarons/2014/01/9f34b8074b0d17ca6bb776348386a41c.jpg,4.55米,5210千克,1944年,德国,亚音速,轰炸机,"
都尼尔 Do 335 Pfeil(箭式)是二战期间由都尼尔开发出来的一款重战机。 双人座的教练机被称为Ameisenbär（食蚁兽）。由于两具发动机独特的纵列推拉式布局使得阻力大减，使得Do 335的性能优于其它款的重型战机。
",都尼尔,平直翼,1人,13.85米,8590千克
G5N深山/13试陆基轰炸机,飞行器,420千米每小时,42.14米,4台中岛NK7A护11型14气缸星型风冷式引擎(1870匹马力),1941年4月8日,双发,NULL,NULL,4260千米,{'$oid': '5cc930cb831b973d657f10d8'},中岛重工,http://images.huanqiu.com/sarons/2014/01/5044061b52fd251c55ea3f16282b8c8a.jpg,6.13米,20100千克,NULL,日本,亚音速,轰炸机,,NULL,平直翼,7人,31.02米,32150千克
Ar 234闪电式轰炸机,飞行器,742千米每小时,14.1米,2台Junkers Jumo 004B-1发动机,1943年6月15日,双发,1945年5月,NULL,NULL,{'$oid': '5cc930cb831b973d657f10d9'},阿拉多工厂,http://images.huanqiu.com/sarons/2014/01/12a6620d6ecd4e23c0b8dcfc98c1c07c.jpg,4.3米,5200千克,1944年9月,德国,亚音速,轰炸机,"
Ar 234“闪电式”轰炸机（德语：Arado Ar 234 Blitz）是世界上首种实用化的喷射动力轰炸机，由德国阿拉多在第二次世界大战尾声时所制造。在实际运用上，Ar 234大部分是担任侦察机的角色，仅少数担任轰炸机角色，它的速度性能，使它几乎不可能被敌机拦截。“闪电”（德语：Blitz）是Ar 234普遍被人熟知的别名，起缘来自于Ar 234B-2轰炸机型的非正式名称—“闪电轰炸机”（Blitz-Bomber，指非常快速的轰炸机）。另一个别名“狗鱼”（Hecht），则来自于其中一个装备此机的单位—“狗鱼”特殊轰炸机单位（Sonderkommando Hecht）。直到战争结束时，仅有约210架Ar 234完成。
",NULL,平直翼,1人,12.63米,9850千克
Bf 162轰炸机,飞行器,480千米每小时,17.16米,2台戴姆勒-奔驰 DB 600-A 水冷12汽缸发动机， 735 kW（986 hp）,1937年2月,双发,NULL,NULL,780千米,{'$oid': '5cc930cb831b973d657f10da'},梅塞施密特公司,http://images.huanqiu.com/sarons/2014/01/8956926ad1f815c5c6897f539a49469a.jpg,3.58米,4400千克,NULL,德国,亚音速,轰炸机,"
梅塞施密特Bf 162（Messerschimitt Bf 162）是一架德国于二次大战前设计出的一架原型轰炸机。
",NULL,平直翼,3人,12.75米,NULL
大湖BG-1,飞行器,301千米每小时,10.97米,普-惠R-1535-82发动机,1933年年中,单发,NULL,NULL,878千米,{'$oid': '5cc930cc831b973d657f10db'},NULL,http://images.huanqiu.com/sarons/2013/08/7aafa38842a7e780e88c5ea8d15dbeb6.jpg,3.35米,1770千克,NULL,美国,亚音速,轰炸机,"
作为两次大战期间美国不太成功的军用飞机制造商，大湖飞机公司在它存在的8年（从1928年-1936年）中，只从美国海军成功地得到过一次订单。最终于1934年年底登上美国陆军航空部队（USAAC）航空母舰甲板的飞机是BG-1俯冲轰炸机，它是大湖公司运用它在20世纪20年代末授权生产马丁T4M鱼雷轰炸机中得来的经验研制的。
",大湖飞机公司,平直翼,2人,8.8米,2879千克
Do 217轰炸机,飞行器,486千米每小时,19米,2×BMW 801发动机 14汽缸活塞发动机， 1580 hp（1 360 kW）,1938年,双发,NULL,NULL,2050千米,{'$oid': '5cc930cc831b973d657f10dc'},道尼尔公司,http://images.huanqiu.com/sarons/2014/01/ca5710de9cd3d18d984e2e3046d97921.jpg,5米,9400千克,1940年,德国,亚音速,轰炸机,"
道尼尔 Do 217是第二次世界大战中德国使用的一种双引擎重型轰炸机。该机由道尼尔公司开发，主要用于替代性能已逐渐落后的Do 17型轰炸机。
",道尼尔公司,平直翼,3人,17.68米,13200千克
He 118俯冲轰炸机,飞行器,394千米每小时,15.1米,DB600水冷式发动机(910匹马力),1935年,单发,NULL,NULL,1050千米,{'$oid': '5cc930cc831b973d657f10dd'},亨克尔,,4.19米,2705千克,NULL,德国,亚音速,轰炸机,"
He 118俯冲轰炸机是亨克尔的吉他兄弟设计，目的是要争取作为德国空军的新式俯冲轰炸机，但却败给容克斯的Ju 87斯图卡。
",NULL,平直翼,2人,11.81米,4128千克
G8N连山重轰炸机,飞行器,592千米每小时,32.54米,4台中岛NK9K-L Ru誉24型18气缸星型风冷式涡轮增压引擎（2000匹马力）,1944年10月23日,双发,NULL,NULL,7500千米,{'$oid': '5cc930cc831b973d657f10de'},中岛重工,http://images.huanqiu.com/sarons/2014/01/6b3f2129c9471334bc93d65516818b0d.jpg,7.2米,17400千克,NULL,日本,亚音速,轰炸机,"
中岛G8N连山是第二次世界大战末期由中岛重工研发的四发动机轰炸机，外型有点像美国B-17轰炸机而设计出来。可是B-17轰炸机作战用途是战略轰炸，而连山作战用途是战略或普通轰炸和攻击舰艇。
",NULL,平直翼,10人,22.94米,32150千克
He 177鹰狮式轰炸机,飞行器,565千米每小时,31.44米,2× 戴姆勒-奔驰DB 610的24缸液冷活塞式发动机,1939年11月,双发,1945年,NULL,NULL,{'$oid': '5cc930cc831b973d657f10df'},亨克尔飞机制造厂 ,,6.4米,16800千克,1942年,德国,亚音速,轰炸机,"
亨克尔He 177（鹰狮式）（Heinkel He 177，英语：Griffin、德语：Greif）是德国空军的长程轰炸机。这机种是纳粹德国在二次大战时期中惟一大量生产的重型轰炸机。由于这机种在早期型号引擎容易起火，所以空勤人员将它起绰号称为“Luftwaffenfeuerzeug”（德国空军的打火机，Luftwaffe's lighter）或“燃烧的棺材”（Flaming Coffin）。
",NULL,平直翼,6人,22米,31000千克
Ju 87斯图卡俯冲轰炸机,飞行器,390千米每小时,13.8米,Jumo 211D发动机,1935年9月17日,单发,1945年,NULL,500千米,{'$oid': '5cc930cc831b973d657f10e0'},NULL,http://images.huanqiu.com/sarons/2014/01/b32ed22f17cb6d3f1d148c864dc51805.jpg,4.23米,3205千克,NULL,德国,亚音速,轰炸机,"
Ju 87俯冲轰炸机（德语：Junkers Ju 87）是第二次世界大战纳粹德国空军投入使用的一种俯冲轰炸机，一般通称“斯图卡”（Stuka），取自俯冲轰炸机的德文写法“Sturzkampfflugzeug”的缩写，由容克斯公司研制。Ju 87俯冲轰炸机最容易辨认的特征就是它那双弯曲的鸥翼型机翼、固定式的起落架及其独有低沉的尖啸声。它于二战初期德国所发动的闪电战中取得非常大的战果，1940年后德国在非洲战场及东部战线大量投入这种轰炸机，尤其在东线战场，更发挥出其强大的对地攻击能力。这种轰炸机不但给予地面目标大力的打击，其独有的发声装置所发出的尖啸声，亦为地面的士兵给予心理上的恫吓，加强攻击的效果。这种机型为德国空军广泛的使用，由1935年开始投入使用，直至第二次世界大战结束。
",容克斯,后掠翼,2人,11米,5000千克
Ju 88轰炸机,飞行器,550千米每小时,20.08米,2×BMW 801G-2发动机,1936年12月21日,双发,1951年,NULL,2500千米,{'$oid': '5cc930cd831b973d657f10e1'},容克斯飞机与发动机制造厂 ,http://images.huanqiu.com/sarons/2014/01/ba57ee9d9e7ca5aa1b1a7ee288f1b874.jpg,5.07米,9081千克,1939年,德国,亚音速,轰炸机,"
容克斯 Ju 88（Junkers Ju 88）是第二次世界大战时纳粹德国空军（Luftwaffe）所使用的双活塞式引擎中型军用机，从1939年开始服役到1945年。于1930年代中期由容克斯飞机与发动机制造厂的总设计师雨果·容克斯（Hugo Junkers）亲手设计出来。图为1942年飞越法国上空之 Ju 88A。
",W. H. Evers and Alfred Gassner,后掠翼,3人,15.5米,14690千克
He 111轰炸机,飞行器,309千米每小时,25米,2 x BMW VI 6.0 Z发动机,1935年2月24日,双发,1945年,NULL,2500千米,{'$oid': '5cc930cd831b973d657f10e2'},亨克尔飞机公司,http://images.huanqiu.com/sarons/2014/01/b0bd924613838b3b38dde24387bdfbdc.jpg,4.1米,5400千克,1935年,德国,亚音速,轰炸机,"
He 111是第二次世界大战德国空军所使用的一种中型轰炸机，其独特的机鼻设计令它成为德国轰炸机部队的著名象征。1930年代初，德国军方在规避《凡尔赛条约》的限制下，由齐格菲·君特和瓦尔特·君特两人设计，并将它伪装为民用运输机，直到1935年德国空军宣布成立为止。亨克尔(Heinkel)的设计CASA 2.111一直持续至战后，它的机身受Construcciones Aeronáuticas SA许可下在西班牙生产。设计的相差只是在于大幅度改善的动力装置。亨克尔(Heinkel)的衍生机种继续服役至1973年退役。
",NULL,平直翼,5人,17.38米,8209千克
Hs 132轰炸机,飞行器,780千米每小时,7.2米,1×BMW 003A 涡轮喷射引擎， 每个 7.8 kN（1760 磅于95005转/分）,NULL,单发,NULL,NULL,1120千米,{'$oid': '5cc930cd831b973d657f10e3'},亨舍尔飞机有限公司 ,http://images.huanqiu.com/sarons/2014/01/b75ee85cc039f5b0da77e90327ad8ff1.jpg,3米,1895千克,1945年,德国,亚音速,轰炸机,"
亨舍尔 Hs 132（德语：Henschel Hs 132）是第二次世界大战后期纳粹德国空军研制的一款俯冲轰炸机与拦截机，从未投入服役。该机具有像He 162一样的一具机背喷射引擎和独特的俯卧式驾驶座。大战末期，苏联红军占领了其研制的工厂，留于该处的Hs 132 V1机已接近试飞阶段、而V2机与V3机则分别约80%与75%完成。
",NULL,后掠翼,1人,8.9米,NULL
Ju 188轰炸机,飞行器,499千米每小时,22米,2具BMW 801 G-2空冷式发动机,1940年,双发,1951年,NULL,2090千米,{'$oid': '5cc930cd831b973d657f10e4'},容克,http://images.huanqiu.com/sarons/2014/01/7f39d52b9750eae544e4f1d0a475f563.jpg,4.4米,9900千克,1943年2月,德国,亚音速,轰炸机,"
容克Ju 188是一款服役于二战期间纳粹德国空军的中型轰炸机，是以 Ju 88轰炸机为蓝本开发出性能与载弹量更佳卓越的轰炸机。但由于Ju 88后继机型不断出厂与战局不断恶化而把生产重心放在战斗机上，故Ju 188产量并不会太多。
",NULL,后掠翼,5人,15米,NULL
Ju 290轰炸机,飞行器,440千米每小时,42米,4×BMW 801G/H 14-汽缸 星型引擎， 1268 kW（1700 hp）,1942年7月16日,四发,NULL,NULL,6150千米,{'$oid': '5cc930cd831b973d657f10e5'},容克斯,http://images.huanqiu.com/sarons/2014/01/62bed4b0bf37390fe4e616444d43aefc.jpg,6.83米,33005千克,1942年8月,德国,亚音速,轰炸机,"
Ju 290是一款在二次大战后期服役于纳粹德国空军的长距离军用运输机、海上巡逻机与重型轰炸机。
",NULL,平直翼,9人,28.64米,44970千克
Me 264轰炸机,飞行器,560千米每小时,43米,4× 宝马801G / H型发动机,1942年12月23日,四发,NULL,NULL,15000千米,{'$oid': '5cc930ce831b973d657f10e6'},梅塞施密特,http://images.huanqiu.com/sarons/2014/01/4b7b1d42731a6dbad4522293acf7b472.jpg,4.3米,21150千克,NULL,德国,亚音速,轰炸机,"
梅塞施密特Me 264是德国在第二次世界大战时研发的四引擎长程重型轰炸机及侦察机，设计目标是能够自德国飞越大西洋轰炸美国本土（主要是纽约），在1942年12月23日进行首飞，但由于后期战局恶化，计划在1944年取消，以使梅塞施密特能集中资源制造战斗机。
",NULL,平直翼,8人,21.3米,56000千克
D1A九四/九六式俯冲轰炸机,飞行器,309千米每小时,11.4米,中岛光一型发动机(730匹马力),1934年,单发,NULL,NULL,927千米,{'$oid': '5cc930ce831b973d657f10e7'},爱知时计电机株式会社,http://images.huanqiu.com/sarons/2014/01/d348f7f8ff45272996a8d61a630db72c.jpg,3.41米,1516千克,1942年,日本,亚音速,轰炸机,"
D1A俯冲轰炸机可分成早期型的九四式俯冲轰炸机(D1A1)和后期型的九六式俯冲轰炸机(D1A2)，D1A是爱知时计电机根据德国亨克尔He 50俯冲轰炸机研制而成的海军舰载俯冲轰炸机，也是旧日本海军第一种俯冲轰炸机。
",NULL,双翼,2人,9.3米,2610千克
Ju 89轰炸机,飞行器,386千米每小时,35.25米,戴姆勒-朋驰DB 600A ， 560 kW（750 hp）,1937年4月11日,四发,1939年,NULL,2980千米,{'$oid': '5cc930ce831b973d657f10e8'},容克,,7.6米,17000千克,1938年,德国,亚音速,轰炸机,"
容克Ju 89是一款纳粹德国空军在二次大战爆发之前所开发出来的重型轰炸机，该机在还没进入生产前就被取消了。 它对于后来容克军机的设计风格影响颇大。
",NULL,后掠翼,5人,26.49米,27800千克
Ki-66试作急降下爆撃机,飞行器,535千米每小时,15.5米,2台中岛Ha-115 850kW,40年代,双发,NULL,NULL,2000千米,{'$oid': '5cc930ce831b973d657f10e9'},NULL,,3.7米,4100千克,NULL,日本,亚音速,轰炸机,"
为日本陆军X系列验证机之一，当时高度保密属于秘密机种，1942年生产仅造了6架，日军想通过这种飞机研究俯冲轰炸机高速俯冲投弹的可能，Ki66在很大角度范围内俯冲投弹时不需要控制俯冲速度。
",川崎重工,平直翼,2人,11.2米,5750千克
D3A“99”式舰载俯冲轰炸机,飞行器,389千米每小时,14.4米,三菱“金星”四四型空冷式发动机,1938年1月,单发,NULL,NULL,1472千米,{'$oid': '5cc930ce831b973d657f10ea'},爱知时计电机,http://images.huanqiu.com/sarons/2014/01/5d141dafa8c4fb00bda8db99ee918e56.jpg,3.348米,2390千克,1939年,日本,亚音速,轰炸机,,NULL,平直翼,2人,10.2米,3650千克
Ki-48/99式双发轻爆击机,飞行器,505千米每小时,17.47米,两台中岛Ha-115活塞发动机，功率2x1130马力,1939年7月,双发,NULL,NULL,2400千米,{'$oid': '5cc930cf831b973d657f10eb'},NULL,http://images.huanqiu.com/sarons/2014/01/fdc44c02c1f7dda02853a96c322950c5.jpg,3.8米,4550千克,1940年,日本,亚音速,轰炸机,"
Ki-48是川崎为日本研制生产的双发轻型轰炸机，又名99式双发轻爆击机。目的是接替93式轻型轰炸机。
",日本川崎航空公司,后掠翼,4人,12.75米,6750千克
Ki-21/97式重爆击机,飞行器,478千米每小时,22.5米,2具三菱Ha-101风冷式发动机(1500匹马力),1937年,单发,NULL,NULL,2700千米,{'$oid': '5cc930cf831b973d657f10ec'},三菱重工，中岛重工,http://images.huanqiu.com/sarons/2014/01/9644828fd362a2ac648e17f381c9420d.jpg,4.85米,6070千克,NULL,日本,亚音速,轰炸机,"
九七式重爆击机(Ki-21)是第二次世界大战时日本帝国陆军的重型轰炸机(按日本的标准)，1936年由日本军方提出要求:续航时间不少于5小时；载弹量不少于750公斤；最快速度要达400公里/小时；乘员不少于4人。最后由三菱重工的Ki-21打败了中岛重工的Ki-19胜出，但后来中岛重工也加入生产，盟军称它为沙莉(Sally)。
",NULL,平直翼,7人,16米,NULL
Ki-77长距离研究机 ,飞行器,440千米每小时,NULL,中岛HA115特型复列星型气冷14缸发动机 ×2,NULL,单发,NULL,NULL,NULL,{'$oid': '5cc930cf831b973d657f10ed'},NULL,,NULL,7237千克,NULL,日本,亚音速,轰炸机,"
Ki77的制造目的是研究从日本起飞直飞美国纽约并返回的可能性，为海军研制可以对美国本土进行轰炸的重型州际轰炸机富岳提供技术准备，后来主要是用于对德国的技术资料与一些仪器的运输交流，1942年制造了2架，其中1架战争后期一次执行前往德国运输仪器的任务途中在北极失踪，另1架战争结束前下落不明。
",立川飞行机株式会社,平直翼,NULL,NULL,16725千克
Ki-67飞龙/四式重爆撃机 ,飞行器,537千米每小时,22.5米,2x三菱 Ha-104（四式重爆）18缸星型发动机，每一台发动机的功率为1417千瓦（1900马力）,1942年12月27日,双发,NULL,NULL,3800千米,{'$oid': '5cc930cf831b973d657f10ee'},NULL,http://images.huanqiu.com/sarons/2014/02/8273639270506fde382ce3c11a92e208.jpg,7.7米,8649千克,NULL,日本,亚音速,轰炸机,"
三菱 Ki-67飞龙（Hiryū，Flying Dragon）轰炸机是旧日本陆军航空队在二战期间所使用的一种双引擎轰炸机。由于该机从日本皇纪2604年（1944年）开始进入现役，因此也被称为“四式重型轰炸机”，而盟军则称其为“Peggy”。该机是旧日本陆军第一种携带空投鱼雷的飞机，也可以用传统方法轰炸海上地面目标，也能进行侦察与截击任务，还可以充当樱花炸弹母机，伊1甲/乙与夕号空对舰导弹发射栽机，滑翔机牵引，反潜，运输，并有夜间拦截型，可称万能飞机。
",三菱重工 ,平直翼,8人,18.7米,13765千克
Ki-51/九九式袭撃机,飞行器,424千米每小时,12.1米,三菱重工制风冷式发动机(950匹马力),1939年6月 ,单发,1945年,NULL,1060千米,{'$oid': '5cc930cf831b973d657f10ef'},三菱重工 ,http://images.huanqiu.com/sarons/2014/01/0f275b5fe5107d62c383260f2e2cf8bb.jpg,2.73米,1873千克,NULL,日本,亚音速,轰炸机,"
九九式俯冲轰炸机(Ki-51，日文:九九式袭击机)在第二次世界大战期间是日本帝国陆军和日本帝国海军九九式俯冲轰炸机齐名的俯冲轰炸机。
",NULL,平直翼,2人,9.21米,2920千克
B6N天山舰上攻击机,飞行器,481千米每小时,14.89米,三菱火星25型复列星形气冷发动机,NULL,单发,NULL,NULL,3046千米,{'$oid': '5cc930cf831b973d657f10f0'},NULL,http://images.huanqiu.com/sarons/2014/01/bf377d97e5b7c681f66142313bd166de.jpg,3.8米,3010千克,NULL,日本,亚音速,轰炸机,,中岛公司,平直翼,3人,10.87米,5650千克
乌拉尔轰炸机,飞行器,NULL,35米,NULL,NULL,四发,NULL,NULL,NULL,{'$oid': '5cc930cf831b973d657f10f1'},NULL,,5.77米,11865千克,NULL,德国,亚音速,轰炸机,"
乌拉尔轰炸机（Ural bomber）是纳粹德国空军在第二次世界大战前提出的战略轰炸机开发计划，由空军参谋长瓦尔特·韦佛于1930年代初期所提出，虽然最后因为他在1936年意外身亡而被新任参谋长阿尔贝特·凯塞林中止，转为战术轰炸机的研究，但其后又开始研制新的远程轰炸机—美国轰炸机。
",NULL,平直翼,NULL,25.4米,NULL
G10N富士山轰炸机,飞行器,780千米每小时,65米,6台中岛NK11A发动机,NULL,六发,NULL,NULL,1940千米,{'$oid': '5cc930cf831b973d657f10f2'},NULL,,12米,42000千克,NULL,日本,亚音速,轰炸机,"
对美军的大规模战略轰炸，日本一直在寻找还击的办法。曾经设想和实施过的办法除了用潜水艇携带舰载攻击机对美国本土进行袭扰；用纸糊的气球从日本释放，乘高空气流飞到美国，投下燃烧弹和定时炸弹(飞象行动)外，还一直努力研制一种能从日本本土起飞，对美国进行轰炸的轰炸机。所以，从G5N(深山)、G8N(连山)、G10N(富士山)，进行了不懈的努力。但未能等到“富士山”开始试飞，日本即宣布投降。
",中岛飞机公司,平直翼,NULL,46米,16000千克
Ki-91试作远距离爆撃机,飞行器,580千米每小时,48米,4台三菱Ha-214RU发动机,NULL,双发,NULL,NULL,10000千米,{'$oid': '5cc930cf831b973d657f10f3'},NULL,http://images.huanqiu.com/sarons/2014/01/064cf197cb7d8b05b59f9cee76287262.jpg,NULL,34000千克,NULL,日本,亚音速,轰炸机,"
日本陆军X系列秘密战机，是种高空远程轰炸机，计划用来部署南洋前线空袭美国本土， 这型机是日本海军富岳机试制取消后展开研制，日本陆军希望获得一种，制造成本可承受的重型轰炸机，不要求洲际航程，只要能从南洋前线地区起飞轰炸美国西海岸即可，也不再要求无法拦截的大飞行速度与大高度，但要求必需达到使美军难以拦截的飞行性能，使得在攻击美国本土作战中损失率最大限度降低。
",立川公司,平直翼,10人,33米,58000千克
P1Y 银河轰炸机,飞行器,566.7千米每小时,20米,2具中岛重工制誉12型风冷式发动机(1825匹马力),1942年6月,双发,NULL,NULL,1920千米,{'$oid': '5cc930d0831b973d657f10f4'},中岛重工,http://images.huanqiu.com/sarons/2014/01/90327296db77b65046e1c7e47df7d8fd.jpg,4.3米,7265千克,NULL,日本,亚音速,轰炸机,,海军航空技术厂,平直翼,2人,15米,13500千克
Ki-32/98式俯冲轰炸机,飞行器,423千米每小时,15米,川崎重工制Ha-9-IIb水冷式发动机(850匹马力),1937年 ,单发,1942年 ,NULL,1965千米,{'$oid': '5cc930d0831b973d657f10f5'},川崎重工 ,http://images.huanqiu.com/sarons/2014/01/b32f1b751ee741c8be42ade2f6fac7cd.jpg,2.9米,1066千克,NULL,日本,亚音速,轰炸机,"
九八式俯冲轰炸机(日文:九八式轻爆击机)又名Ki-32，它是日本帝国陆军的俯冲轰炸机，其地位等同日本帝国海军的九九式俯冲轰炸机。
",NULL,后掠翼,2人,11.65米,3760千克
哈利法克斯轰炸机,飞行器,502千米每小时,6.32米,4台Bristol Hercules XVI发动机,1939年9月24日,双发,1961年 (巴基斯坦空军),NULL,3000千米,{'$oid': '5cc930d0831b973d657f10f6'},NULL,http://images.huanqiu.com/sarons/2014/01/608c5fe5d26828bc8dd352d47f452c1e.jpg,6.32米,17690千克,1940年11月,英国,亚音速,轰炸机,,罕德列·贝吉公司,平直翼,7人,21.82米,30845千克
BF2C单发单座双翼战斗机,飞行器,362千米每小时,9.6米,"怀特R-1820-04 ""旋风式"" 气冷活塞发动机，每个 770匹马力（574千瓦）",NULL,单发,1949年,NULL,1167千米,{'$oid': '5cc930d0831b973d657f10f7'},寇蒂斯飞机及发动机公司,http://images.huanqiu.com/sarons/2014/01/6f846c5eb436ab3b3a9f0ca5d5f1a40b.jpg,3.03米,1509千克,1933年,美国,亚音速,轰炸机,"
寇蒂斯Model 67（美国海军编号BF2C-1 苍鹰Goshawk）与寇蒂斯Model 68 Hawk III为美国柯蒂斯-莱特公司于1930年代为美国海军开发的双翼机。虽然在美国海军的评价并不成功，但是这款寇蒂斯鹰系列在外销上获得一定成绩，并在其他国家的天空获得了不少战果。
",NULL,双翼,1人,7.41米,2065千克
DH98蚊式（Mosquito）轰炸机,飞行器,595千米每小时,16.51米,两台Rolls-Royce MerlinXXIII活塞发动机,1940年11月25日,单发,NULL,NULL,2740千米,{'$oid': '5cc930d0831b973d657f10f8'},NULL,http://images.huanqiu.com/sarons/2014/01/29a372c15780429ca963aadc3f039383.jpg,4.65米,6093千克,NULL,英国,亚音速,轰炸机,"
德.哈维兰公司的DH98“蚊”式,是第二次世界大战中设计最成功的飞机之一。首先,“蚊”式是一架全木质的飞机;其次,“蚊”式是1939年到1945年间世界双发军用飞机中用途最广泛的飞机,只有德国的JU-88能够与之匹敌。
对于全金属时代,这种飞机似乎是落伍的,但“蚊”式飞机却在二战中有了令人惊讶的战果:出动近四万架次,投弹十万颗,仅有254架被击落,战损率为0.63%,不到其它轰炸机的1/3。
",德.哈维兰公司,平直翼,2人,12.43米,10152千克
A-16俯冲轰炸机,飞行器,NULL,NULL,NULL,NULL,单发,NULL,NULL,NULL,{'$oid': '5cc930d1831b973d657f10f9'},NULL,http://images.huanqiu.com/sarons/2014/01/7dcc0d1991806349601ff6115b549f4c.jpg,NULL,NULL,NULL,美国,亚音速,轰炸机,,NULL,平直翼,NULL,NULL,NULL
阿米奥-143（Amiot-143）轰炸机,飞行器,295千米每小时,24.53米,“土地神-罗纳” 14缸星形发动机,1931年,双发,1944年,NULL,1300千米,{'$oid': '5cc930d1831b973d657f10fa'},阿米奥公司,http://images.huanqiu.com/sarons/2014/01/233194232843092fa9bb701d92ff134a.jpg,5.68米,5455千克,1935年7月,法国,亚音速,轰炸机,"
1928年，法国军方急需一种白天/黑夜轰炸机，同时还能进行远程侦查和护卫轰炸机的战机类型。阿米奥140被设计出来，1931年4月首次飞行。1934年11月投入生产时的发动机为洛林W型发动机，阿米奥143型是将动力装置变成了诺姆-罗纳发动机的改型。阿米奥143M.4型飞机于1935年开始服役，生产总数达到了138架。后来的样机用7.5毫米口径MAC1943型机关枪取代了最初的路易斯机关枪。到二战之初，这种正被逐渐淘汰的飞机仍然在第六轰炸机达队服役，但是当转入夜间军事行动之后，该机种损失惨重。其余幸存下来的飞机则在北非战场一直为维希政权做运输机到1944年为止。
",阿米奥公司,平直翼,5人,18.24米,10360千克
巴特尔（Fairey Battle）轰炸机,飞行器,413千米每小时,16.46米,罗尔斯-罗伊斯 “默林”II发动机,1936年3月10日,单发,1949年,NULL,1610千米,{'$oid': '5cc930d1831b973d657f10fb'},NULL,http://images.huanqiu.com/sarons/2014/01/0f89a6903603bb766686637c6c557f25.jpg,4.72米,3015千克,1937年6月,英国,亚音速,轰炸机,,费尔雷公司,平直翼,3人,12.91米,NULL
